Slot,Item,Members,Value,HighAlch,Weight,Speed,WeaponType,AStab,ASlash,ACrush,AMagic,ARange,DStab,DSlash,DCrush,DMagic,DRange,MeleeStr,RangeStr,MagicDmg%,Prayer,Requirements
head,Corrupted helm (perfected),yes,1,0,2.721,,,10,10,3,10,10,68,68,68,68,68,0,0,0,3,
head,Cosmic tiara,yes,100,60,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Cow mask,no,1,0,0.09,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Crab helmet,yes,1,0,0.907,,,0,0,0,-3,-1,5,4,3,-1,4,0,0,0,0,
head,Crafting hood,yes,1,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crafting 99
head,Cream hat,yes,160,96,0.453,,,0,0,0,3,0,0,0,0,3,0,0,0,0,0,
head,Crier hat,yes,5000,3000,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Crystal crown,yes,250000000,150000000,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Crystal helm,yes,500000,300000,0.5,,,0,0,0,-10,9,12,8,14,10,18,0,0,0,2,defence 70
head,Crystal helm (attuned),yes,1,0,2.721,,,6,6,2,6,6,48,48,48,48,48,0,0,0,2,
head,Crystal helm (basic),yes,1,0,2.721,,,2,2,1,2,2,28,28,28,28,28,0,0,0,1,
head,Crystal helm (inactive),yes,500000,300000,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defence 70
head,Crystal helm (perfected),yes,1,0,2.721,,,10,10,3,10,10,68,68,68,68,68,0,0,0,3,
head,Cyclops head,yes,5000,3000,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Dagon'hai hat,yes,17000,10200,0.453,,,0,0,0,5,0,0,0,0,5,0,0,0,0,2,"magic 70, defence 40"
head,Dark cavalier,yes,200,120,0.001,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Dark infinity hat,yes,17000,10200,0.453,,,0,0,0,6,0,0,0,0,6,0,0,0,0,0,"magic 50, defence 25"
head,Death tiara,yes,100,60,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Decorative armour,yes,45000,27000,8.164,,,0,0,0,0,0,4,4,4,4,4,0,0,0,0,defence 5
head,Decorative armour (l),yes,45000,27000,8.164,,,0,0,0,0,0,4,4,4,4,4,0,0,0,0,defence 30
head,Decorative full helm,no,850,510,2.721,,,0,0,0,-6,-3,9,10,7,-1,9,0,0,0,0,
head,Decorative full helm (l),no,850,510,2.721,,,0,0,0,-6,-3,19,21,16,-1,19,0,0,0,0,
head,Decorative helm,no,300,180,1.36,,,0,0,0,-3,0,7,8,6,-1,7,0,0,0,0,defence 5
head,Decorative helm (l),no,1920,1152,1.36,,,0,0,0,-3,0,14,15,13,-1,14,0,0,0,0,defence 30
head,Deerstalker,yes,2300,1380,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Defence hood,yes,1,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defence 99
head,Desert disguise,yes,1,0,0.04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Dharok's helm,yes,103000,61800,1.814,,,0,0,0,-3,-1,45,48,44,-1,51,0,0,0,0,defence 70
head,Dharok's helm 100,yes,103000,61800,1.814,,,0,0,0,-3,-1,45,48,44,-1,51,0,0,0,0,defence 70
head,Dharok's helm 25,yes,103000,61800,1.814,,,0,0,0,-3,-1,45,48,44,-1,51,0,0,0,0,defence 70
head,Dharok's helm 50,yes,103000,61800,1.814,,,0,0,0,-3,-1,45,48,44,-1,51,0,0,0,0,defence 70
head,Dharok's helm 75,yes,103000,61800,1.814,,,0,0,0,-3,-1,45,48,44,-1,51,0,0,0,0,defence 70
head,Doctor's hat,yes,1,0,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Double eye patch,yes,2,1,0.006,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Dragon full helm,yes,150000,90000,2.0,,,0,0,0,-6,-3,45,48,41,-1,46,0,0,0,0,defence 60
head,Dragon full helm (g),yes,150000,90000,2.0,,,0,0,0,-6,-3,45,48,41,-1,46,0,0,0,0,defence 60
head,Dragon med helm,yes,100000,60000,1.36,,,0,0,0,-3,0,33,35,32,-1,34,0,0,0,0,defence 60
head,Dragonstone full helm,no,35200,21120,2.721,,,0,0,0,-6,-3,30,32,27,-1,30,0,0,0,0,defence 40
head,Druidic wreath,no,1,0,0.32,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Dwarven helmet,yes,60000,36000,1.9,,,0,0,6,-2,-2,27,28,31,5,24,0,0,0,0,defence 50
head,Earmuffs,yes,200,120,0.113,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slayer 15
head,Earth tiara,no,100,60,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Easter egg helm,no,0,0,0.113,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Elder chaos hood,yes,500,300,0.18,,,0,0,0,5,0,0,0,0,4,0,0,0,0,0,magic 40
head,Elemental helmet,yes,20,12,0.113,,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,
head,Enchanted hat,yes,15000,9000,0.453,,,0,0,0,4,0,0,0,0,4,0,0,0,0,0,"defence 20, magic 40"
head,Evil chicken head,yes,1,0,0.25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Facemask,yes,200,120,0.113,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slayer 10
head,Fake beak,yes,1,0,0.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Fancy tiara,yes,8000,4800,0.05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Farmer's strawhat,yes,50,30,0.907,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Farming hood,yes,1,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farming 99
head,Farseer helm,yes,60000,36000,2.721,,,-5,-5,-5,6,-5,8,10,12,6,0,0,0,0,0,defence 45
head,Fedora,yes,300,180,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Fez,yes,20,12,0.005,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Fighter hat,yes,65002,39001,2.0,,,5,5,5,-7,-7,27,29,26,-3,28,0,0,0,0,defence 45
head,Fighter hat (l),yes,65002,39001,2.0,,,5,5,5,-7,-7,27,29,26,-3,28,0,0,0,0,defence 45
head,Fire max hood,yes,1,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"attack 99, strength 99, defence 99, hitpoints 99, ranged 99, prayer 99, magic 99, cooking 99, woodcutting 99, fletching 99, fishing 99, firemaking 99, crafting 99, smithing 99, mining 99, herblore 99, agility 99, thieving 99, slayer 99, farming 99, runecraft 99, hunter 99, construction 99"
head,Fire tiara,no,100,60,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
head,Firemaking hood,yes,1,0,0.453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,firemaking 99
head,Fishbowl helmet,yes,1,0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
